CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,COMPLAINT,ADDRESS,COUNCILDISTRICT,LOCATION,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
2020 067095-CC,COVID-19,Residential,Social Distancing,,,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19SOCIAL DISTANCING,2512 QUARRY RD. AUSTIN TX,,POINT (-88.448709 24.923983),,,,,,
2020 072184-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,Residential/ApartmentLocation Name:  THE POINTE AT BEN WHITE - NEAR BLDG 6Received via APD Teleserve: APD 201301181 - THE POINTE AT BEN WHITE - NEAR BLDG 6 - GROUP OF 14 ADULTS AND 5-6 CHILDREN NOT PRACTICING SOCIAL DISTANCING - GC 9731,6934 E BEN WHITE BLVD SVRD WB,3,POINT (-97.70354799 30.21566472),3,8,3,46,114,55
2020 072167-CC,COVID-19,Restaurant,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,BusinessLocation Name:  Aussie's RestaurantReceived via Mobile App: Aussie's restaurant not following social distancing rules. Large groups all sitting together not 6 feet apart.,306 BARTON SPRINGS ROAD,9,POINT (-97.74808883 30.25897422),9,9,10,42,217,75
2020 072193-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Residential/ApartmentLocation Name:  Quail Park VillageCaller wanted to remain anonymous. she stated this issue has happened twice already. but group of people gathered outside of this complex, not following social distancing or face masks.",9844 QUAIL BOULEVARD,4,POINT (-97.70100075 30.37196314),4,22,9,16,217,18
2020 073065-CC,COVID-19,Other,Over Occupancy,,,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR #: 20-00186291,505 W SLAUGHTER LANE,5,POINT (-97.79840855 30.17095044),5,37,1,,329,22
2020 072096-CC,COVID-19,Construction,Social Distancing,Non-Referral,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19CONSTRUCTION SITE: In front of apartment complexCOMMENT: Report Social Distancing/Over Occupancy,1142 SHADY LANE,3,POINT (-97.69150558 30.26303795),3,4,3,31,309,62
2020 072151-CC,COVID-19,Residential,Over Occupancy,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Residential/ApartmentLocation Name: ACTUAL ADDRESS IS 8721Party at location with more than 10 kids,8715 PINERIDGE DRIVE,6,POINT (-97.77545243 30.45002776),6,30,6,,540,46
2020 055861-CC,COVID-19,Residential,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 over occupancy,1647 RUTLAND DRIVE,4,POINT (-97.71264148 30.37378572),4,22,9,16,217,18
2020 054938-CC,COVID-19,Residential,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,6001 S CONGRESS AVENUE,2,POINT (-97.77566286 30.20083079),2,5,4,1,373,23
2020 097275-CC,COVID-19,Schools,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,1301 SHOAL CREEK BOULEVARD,9,POINT (-97.74922604 30.27804178),9,52,10,60,217,24
2020 054013-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19,1706 HARTFORD ROAD,9,POINT (-97.76065845 30.28679937),9,26,10,12,126,69
2020 072195-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential/ApartmentLocation Name:  duplex acaller is reporting a gathering,203 W LOLA DRIVE,4,POINT (-97.70475898 30.34725386),4,47,9,54,63,78
2020 059555-CC,COVID-19,Other,Over Occupancy,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 home depot on,13309 N IH 35 SVRD NB,7,POINT (-97.67182306 30.41852681),7,47,7,,540,78
2020 103770-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/13/2020 12:00:00 AM,07/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .Face Covering Non-Compliance - Business,915 W OLTORF STREET,3,POINT (-97.76428631 30.24339355),3,9,3,85,64,75
2020 097095-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Face MasksCedar Food Mart,729 E SLAUGHTER LANE,5,POINT (-97.77712203 30.16033304),5,25,1,,484,20
2020 072188-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential/ApartmentLocation Name:  house party,4617 BLUE MEADOW DRIVE,2,POINT (-97.75625938 30.17834598),2,25,4,,484,20
2020 097377-CC,COVID-19,Residential,Eviction,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,COVID-19/Education Provided,Eviction COVID-19SR #: 20-00260857,1210 PEREZ STREET UNIT  1,1,POINT (-97.69218923 30.27903938),1,4,8,67,309,62
2020 097736-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,1515 W 5TH STREET,9,POINT (-97.76288737 30.27305385),9,26,10,72,126,69
2020 072175-CC,COVID-19,Restaurant,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,Cancelled,BusinessLocation Name:  ChipotleOver 20 people in the dine in area. No social distancing practicing.,6400 BRODIE LANE,8,POINT (-97.8284181 30.21962862),8,38,2,,126,53
2020 097112-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"there is a guy walking around with no shoes on, and staff and customers at the tru is not wearing mask,",7900 E BEN WHITE BLVD SVRD WB,,POINT (-88.448709 24.923983),,,,,,
2020 097294-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller states 1 employee of the business tested positive for COVID-19 on 6/25/2020 and he states the business advised that the inside was cleaned but he doesnt believe it was.  Caller states the business has the proper signage about social distancing and wearing face covering which the employees wear.  Caller states the business doesnt seem to be enforcing social distancing for its employees.,10101 N LAMAR BOULEVARD,4,POINT (-97.69232399 30.3701043),4,47,9,51,217,78
2020 096194-CC,COVID-19,Residential,Eviction,,,06/29/2020 12:00:00 AM,07/01/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19 - EVICTION QUESTIONSEviction concern. Owner is looking to evict a person that is having a domestic situation with someone that he allows in hi house/duplex. The other side is complaining about it. Police have been there several times. They gave Case#'s for police reports. Told him to go to website for further help.,4102 LEWIS LANE,10,POINT (-97.74383151 30.31080539),10,12,5,74,217,7
2020 097664-CC,COVID-19,Residential,Eviction,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,605 MASTERSON PASS UNIT 626,4,POINT (-97.69116549 30.36920582),4,47,9,51,217,78
2020 096566-CC,COVID-19,Other,Face-Covering,,,06/30/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Face MasksConstruction SIte,1308 NAVASOTA STREET,1,POINT (-97.72830677 30.27416797),1,7,8,56,309,1
2020 097427-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,Closed/Duplicate Case,COVID-19 .,6001 MIDDLE FISKVILLE ROAD UNIT 100,4,POINT (-97.70937547 30.32257882),4,40,9,43,217,3
2020 097054-CC,COVID-19,Parks,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,**Mobile App**Citizens concern: Secondary Mary Moore Searight Park was full of people parking there the last time the city of Austin ordered city park closures.  I saw people who are not from the neighborhood drive in and park.  Im afraid people are going to do it again this weekend for July 4th.  I request that someone keep an eye on that entrance as well the main one.,700 DECKER PRAIRIE DRIVE,5,POINT (-97.81274555 30.1562168),5,37,1,,373,22
2020 052044-CC,COVID-19,Other,Over Occupancy,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY,,,POINT (-88.448709 24.923983),,,,,,
2020 072172-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,"Residential/Apartmentprobably about 20 people there having a party with people who are not usually there, caller unsure if the address is 200 or 202 W Beaver ST",200 BEAVER STREET,4,POINT (-97.70051817 30.35269237),4,47,9,54,63,78
2020 095677-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Face Mask711,11613 N FM 620 ROAD,6,POINT (-97.82481154 30.45601945),6,39,6,,540,28
2020 097710-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,Closed/Duplicate Case,Received via Mobile App SR# 20-00263276: Coronavirus! Carnival!! Several more than 20 employees gathered together with no masks setting up for the carnival on Ben white! No social distancing. Saw one employee coughing today. Again no mask on.,410 E BEN WHITE BLVD SVRD WB,,POINT (-88.448709 24.923983),,,,,,
2020 059547-CC,COVID-19,Other,Social Distancing,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19Utility workers not maintaining social distance,6001-1/2 BURLESON ROAD,2,POINT (-97.7194263 30.20674064),2,25,4,61,484,20
2020 063608-CC,COVID-19,Parks,Social Distancing,,,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19SOCIAL DISTANCING,2200 LOU NEFF RD.,,POINT (-88.448709 24.923983),,,,,,
2020 072181-CC,COVID-19,Residential,Over Occupancy,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential/ApartmentLocation Name:  frat party,6223 LEDGE MOUNTAIN DRIVE,10,POINT (-97.77608203 30.35145182),10,17,5,,217,66
2020 097263-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,COVID-19/Education Provided,caller reports that this business is not enforcing either face covering or social distancing guidelines for their employees - caller wants to remain anonymous,8998 RESEARCH BLVD SB,,POINT (-88.448709 24.923983),,,,,,
2020 097186-CC,COVID-19,Restaurant,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller states that the business is not social distancing when they very clearly could. They have a drive through but there is someone taking orders right outside directly. The employee stands right in front of the window to take the order directly.,8515 BURNET ROAD,7,POINT (-97.72757818 30.3670689),7,3,7,9,217,16
2020 072190-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Residential/ApartmentReceived via Mobile App: They have had pool gatherings on March 31st; April 13, 17, 29; May 2, 3, 7, 8, 9! Those are that I know of. Usually 5-18 ppl. Often loud",1813 MORROW STREET,7,POINT (-97.72837776 30.34959781),7,3,7,89,217,16
2020 072185-CC,COVID-19,Schools,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Public Area (Park, Street, etc.)Location Name:  cook elementary schoolcaller states around 7:40PM she saw 20-30 people playing sports & using the basketball court at the school. they are not practicing social distancing",1511 CRIPPLE CREEK DRIVE,4,POINT (-97.70438098 30.37825035),4,22,9,16,217,18
2020 072141-CC,COVID-19,Construction,Face-Covering,Non-Referral,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19CONSTRUCTION SITE: intersection of Bull Creek Rd @ 45th StreetCOMMENT: Road work crew of about 15 not wearing masks and social distancing,4501 BULL CREEK ROAD,7,POINT (-97.75312252 30.32067492),7,17,7,53,217,66
2020 072182-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential/ApartmentLocation Name:  AZURE APARTMENTS - BLDG 4 - 8-10Received via Teleserve: APD 201301156 - AZURE APARTMENTS - BLDG 4 - 8-10 PEOPLE GATHERING AND DRINKING,1212 WESTHEIMER DRIVE,4,POINT (-97.69444374 30.32578986),4,40,9,43,63,3
2020 097067-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Staff may not be wearing face coverings nor maintaining physical distancing requirements while working in the downstairs service and office part of the business.  There is no COVID policy posted for customers.,400 NUECES STREET,9,POINT (-97.74926469 30.26813179),9,52,10,60,217,24
2020 097219-CC,COVID-19,Construction,Face-Covering,Non-Referral,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .TESTING,EXPOSITION BLVD AND WINDSOR RD,,POINT (-88.448709 24.923983),,,,,,
2020 072176-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,Residential/ApartmentLocation Name:  Oakview TerraceApd Teleserve: APD 201301106 - OAKVIIEW TERRACE 1 - LARGE GROUP OF PEOPLE UNDER UNIT 207 IN REAR OF PARKING LOT,1714 PATTON LANE,1,POINT (-97.688045 30.31885081),1,19,8,84,309,33
2020 097498-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,6301 E RIVERSIDE DRIVE,3,POINT (-97.70333904 30.22448986),3,8,3,46,114,55
2020 097646-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,caller advised employees are not enforcing,8900 S CONGRESS AVENUE,2,POINT (-97.78869189 30.1692421),2,5,4,,329,22
2020 097280-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller says the company is not making employees mask up and they are not providing any supplies and also at times not social distancing,9618 BECK CIRCLE,4,POINT (-97.71412592 30.37507296),4,22,9,16,217,18
2020 097128-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller states that he would like to report that a lot of the employees are not using Face Coverings and not social Distancing. They are also not sanitizing the work stations.,901 RED RIVER STREET BUNIT 1404,9,POINT (-97.73575943 30.26953266),9,52,10,60,217,24
2020 097695-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,9315 MC NEIL ROAD,7,POINT (-97.72434442 30.37698093),7,22,7,45,217,18
2020 072060-CC,COVID-19,Restaurant,Other,,,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19wants to report a bar patio filled with people without masks and being served.The Oak Bar,3715 S 1ST STREET UNIT  T1,3,POINT (-97.76731947 30.22898339),3,9,3,47,217,75
2020 097755-CC,COVID-19,Residential,Over Occupancy,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,over crowding and over staff no room for social distancing - pool filled to 300 people,101 RED RIVER STREET,9,POINT (-97.73863184 30.26198655),9,52,10,60,502,24
2020 096795-CC,COVID-19,Residential,Eviction,,,06/30/2020 12:00:00 AM,07/01/2020 12:00:00 AM,COVID-19/Education Provided,311 COVID 19 EVICTION REFERRAL,5606 PENICK DRIVE BLDG  B,3,POINT (-97.71006653 30.22983424),3,8,3,94,248,55
2020 097617-CC,COVID-19,Parks,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,Cancelled,"email submission via sr# 20-00263037Looking at the upcoming weekend and past weekends, please look at the area on Mopac South past Loop 360. I believe it is the Barton Creek and greenbelt area. Many cars are parked there every weekend for people to hike, explore, relax, etc. This is a huge hotspot for the virus and there is no way they are social distancing. I wish there is some way you could post law enforcement to stop the gathering of so many people who do not believe a virus exists. Thank you very much.",3918 S MOPAC EXPY SB,,POINT (-88.448709 24.923983),,,,,,
2020 097734-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,no one covering face masks and no signage,12900 N IH 35 SVRD SB,,POINT (-88.448709 24.923983),,,,,,
2020 097254-CC,COVID-19,Other,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,caller reporting academy sports store that is letting customers inside without mask,12250 RESEARCH BLVD NB,,POINT (-88.448709 24.923983),,,,,,
2020 096778-CC,COVID-19,Other,Face-Covering,,,06/30/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Face MasksHalal Gurus,539 W OLTORF STREET BLDG  A,3,POINT (-97.75915272 30.2417518),3,9,3,47,217,75
2020 097476-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .,104 E 31ST STREET,9,POINT (-97.7365477 30.295192),9,43,10,19,217,50
2020 097334-CC,COVID-19,Restaurant,Face-Covering,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Received via Mobile App# 20-00262351: COVID 19 Safety Regulations. Employees not following social distances or mask guidelines.,2525 W ANDERSON LANE BUNIT 120,7,POINT (-97.73354151 30.35547147),7,3,7,53,217,16
2020 057393-CC,COVID-19,Other,Over Occupancy,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Fed Credit Union/ not practicing social distancing,10806 METRIC BOULEVARD,4,POINT (-97.71125811 30.38811988),4,22,9,45,217,18
2020 097091-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Caller is calling in regards to a daycare that is not social distancing and some teachers are not wearing mask the entire time, and they are not being enforced. Caller states that they are not checking the temperature of the teachers as well. Caller states that some of the teachers have also come into contact with people who have Coronavirus and they come back to work before getting any test results for themselves.",11530 MENCHACA ROAD,5,POINT (-97.83389959 30.15227504),,37,,,473,22
2020 072163-CC,COVID-19,Residential,Social Distancing,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Residential/ApartmentLocation Name:  Tanglewood NorthCaller wants to report folks that are not social distancing,1020 E 45TH STREET,9,POINT (-97.716726 30.30432344),9,6,10,68,217,65
2020 097669-CC,COVID-19,Other,Social Distancing,,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller has concerns about carnival set up at location,E BEN WHITE BLVD SVRD WB AND WAREHOUSE ROW,,POINT (-88.448709 24.923983),,,,,,
2020 072152-CC,COVID-19,Other,Face-Covering,,,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,COVID-19/Education Provided,"BusinessLocation Name:  Maxwell Fordcaller advised employees not wearing masks, not using sanitation products",5000 S IH 35 SVRD SB,3,POINT (-97.75912932 30.20546205),3,5,3,5,373,23
2020 087122-CC,COVID-19,Other,Social Distancing,,,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19 Social Distancing and PPE,4134 FELTER LANE,2,POINT (-97.7058556 30.19668122),2,25,4,,484,20
